date,sku_id,units_sold,revenue,unit_price,promo_flag
2024-12-14,SKU_103,1.0,609.35,609.35,0
2024-12-14,SKU_105,1.0,6145.39,6145.39,0
2024-12-14,SKU_106,2.0,4212.2,2106.1,0
2024-12-14,SKU_107,1.0,5578.31,5578.31,0
2024-12-14,SKU_108,3.0,24143.97,8047.99,0
2024-12-14,SKU_110,2.0,3248.76,1624.38,0
2024-12-14,SKU_113,5.0,8455.55,1691.11,0
2024-12-14,SKU_114,3.0,10264.11,3421.37,1
2024-12-14,SKU_115,2.0,2135.36,1067.68,0
2024-12-14,SKU_116,2.0,3653.28,1826.64,0
2024-12-14,SKU_117,2.0,16493.76,8246.88,0
2024-12-14,SKU_119,2.0,3279.48,1639.74,1
2024-12-14,SKU_120,1.0,984.31,984.31,0
2024-12-14,SKU_121,1.0,2511.38,2511.38,0
2024-12-14,SKU_124,1.0,1421.47,1421.47,0
2024-12-14,SKU_128,2.0,8351.5,4175.75,0
2024-12-14,SKU_129,1.0,3002.02,3002.02,0
2024-12-14,SKU_131,3.0,9341.34,3113.78,0
2024-12-14,SKU_132,23.0,44033.96,1914.52,0
2024-12-14,SKU_134,1.0,5950.24,5950.24,0
2024-12-14,SKU_135,2.0,8563.32,4281.66,0
2024-12-14,SKU_137,7.0,35906.36,5129.48,0
2024-12-14,SKU_138,2.0,1253.4,626.7,0
2024-12-14,SKU_140,1.0,6487.08,6487.08,0
2024-12-14,SKU_142,5.0,34881.45,6976.29,0
2024-12-14,SKU_143,1.0,7320.51,7320.51,0
2024-12-14,SKU_145,4.0,27188.96,6797.24,0
2024-12-14,SKU_146,4.0,20991.56,5247.89,0
2024-12-14,SKU_147,2.0,13872.52,6936.26,0
2024-12-14,SKU_148,4.0,32247.56,8061.89,0
2024-12-14,SKU_149,1.0,5225.52,5225.52,0
2024-12-14,SKU_150,2.0,4911.8,2455.9,0
2024-12-14,SKU_151,4.0,26537.16,6634.29,0
2024-12-14,SKU_152,3.0,12078.36,4026.12,0
2024-12-14,SKU_154,1.0,6136.38,6136.38,0
2024-12-14,SKU_155,6.0,27748.56,4624.76,0
2024-12-14,SKU_156,1.0,5539.77,5539.77,1
2024-12-14,SKU_157,1.0,8462.06,8462.06,0
2024-12-14,SKU_159,1.0,7352.95,7352.95,0
2024-12-14,SKU_161,1.0,4679.75,4679.75,0
2024-12-14,SKU_163,7.0,19453.49,2779.07,0
2024-12-14,SKU_164,9.0,59282.01,6586.89,0
2024-12-14,SKU_167,2.0,16166.8,8083.4,0
2024-12-14,SKU_169,1.0,3710.4,3710.4,0
2024-12-14,SKU_170,5.0,19303.3,3860.66,0
2024-12-14,SKU_171,3.0,3826.62,1275.54,0
2024-12-14,SKU_172,2.0,5085.78,2542.89,0
2024-12-14,SKU_173,3.0,10632.48,3544.16,0
2024-12-14,SKU_174,2.0,9154.22,4577.11,0
2024-12-14,SKU_175,7.0,12284.3,1754.9,0
2024-12-14,SKU_176,18.0,65384.1,3632.45,0
2024-12-14,SKU_179,2.0,6746.26,3373.13,0
2024-12-14,SKU_180,3.0,13386.48,4462.16,0
2024-12-14,SKU_181,2.0,2397.04,1198.52,0
2024-12-14,SKU_182,2.0,5671.0,2835.5,0
2024-12-14,SKU_183,1.0,1922.32,1922.32,0
2024-12-14,SKU_184,6.0,7578.72,1263.12,1
2024-12-14,SKU_185,3.0,19938.72,6646.24,0
2024-12-14,SKU_186,16.0,94143.04,5883.94,0
2024-12-14,SKU_187,14.0,36398.32,2599.88,0
2024-12-14,SKU_191,1.0,4654.87,4654.87,0
2024-12-14,SKU_192,2.0,3092.1,1546.05,0
2024-12-14,SKU_193,1.0,8292.89,8292.89,0
2024-12-14,SKU_194,4.0,3781.52,945.38,0
2024-12-14,SKU_196,1.0,988.46,988.46,0
2024-12-14,SKU_197,6.0,19414.44,3235.74,0
2024-12-14,SKU_198,2.0,11784.32,5892.16,0
2024-12-14,SKU_200,1.0,5958.29,5958.29,0
2024-12-15,SKU_001,1.0,6649.4,6649.4,0
2024-12-15,SKU_003,6.0,42466.5,7077.75,0
2024-12-15,SKU_004,2.0,8492.8,4246.4,0
2024-12-15,SKU_005,1.0,769.19,769.19,0
2024-12-15,SKU_007,6.0,32842.08,5473.68,0
2024-12-15,SKU_008,3.0,6541.08,2180.36,0
2024-12-15,SKU_010,3.0,5865.9,1955.3,0
2024-12-15,SKU_014,3.0,3682.02,1227.34,0
2024-12-15,SKU_016,3.0,19073.79,6357.93,0
2024-12-15,SKU_017,1.0,2494.82,2494.82,0
2024-12-15,SKU_018,1.0,3953.52,3953.52,0
2024-12-15,SKU_019,5.0,31446.45,6289.29,0
2024-12-15,SKU_020,7.0,6178.41,882.63,0
2024-12-15,SKU_023,5.0,10658.05,2131.61,0
2024-12-15,SKU_024,1.0,7752.75,7752.75,0
2024-12-15,SKU_025,3.0,12467.01,4155.67,0
2024-12-15,SKU_026,1.0,4421.91,4421.91,0
2024-12-15,SKU_027,3.0,21154.92,7051.64,0
2024-12-15,SKU_029,3.0,5957.01,1985.67,0
2024-12-15,SKU_030,2.0,984.76,492.38,0
2024-12-15,SKU_031,2.0,14143.84,7071.92,0
2024-12-15,SKU_032,10.0,24579.6,2457.96,0
2024-12-15,SKU_033,1.0,7546.12,7546.12,0
2024-12-15,SKU_035,15.0,68272.65,4551.51,0
2024-12-15,SKU_036,8.0,49135.68,6141.96,0
2024-12-15,SKU_037,3.0,5286.03,1762.01,0
2024-12-15,SKU_038,4.0,4701.44,1175.36,0
2024-12-15,SKU_041,1.0,8249.15,8249.15,1
2024-12-15,SKU_043,14.0,91303.8,6521.7,0
2024-12-15,SKU_044,2.0,9071.58,4535.79,0
2024-12-15,SKU_045,4.0,14639.24,3659.81,1
2024-12-15,SKU_049,1.0,5765.3,5765.3,0
2024-12-15,SKU_050,4.0,25480.6,6370.15,0
2024-12-15,SKU_051,4.0,32780.52,8195.13,0
2024-12-15,SKU_052,4.0,5512.0,1378.0,0
2024-12-15,SKU_054,4.0,16470.16,4117.54,0
2024-12-15,SKU_055,2.0,5405.22,2702.61,0
2024-12-15,SKU_056,3.0,15328.35,5109.45,0
2024-12-15,SKU_057,3.0,11623.62,3874.54,0
2024-12-15,SKU_058,1.0,4130.56,4130.56,0
2024-12-15,SKU_060,3.0,21644.37,7214.79,0
2024-12-15,SKU_061,1.0,3292.52,3292.52,0
2024-12-15,SKU_062,3.0,26920.17,8973.39,0
2024-12-15,SKU_064,1.0,8565.65,8565.65,0
2024-12-15,SKU_066,1.0,501.56,501.56,0
2024-12-15,SKU_067,3.0,3096.54,1032.18,0
2024-12-15,SKU_068,9.0,32083.74,3564.86,0
2024-12-15,SKU_069,3.0,22746.93,7582.31,0
2024-12-15,SKU_070,16.0,119811.04,7488.19,0
2024-12-15,SKU_071,24.0,86197.2,3591.55,1
2024-12-15,SKU_073,13.0,14190.8,1091.6,0
2024-12-15,SKU_074,4.0,2061.68,515.42,0
2024-12-15,SKU_075,7.0,42462.7,6066.1,0
2024-12-15,SKU_076,4.0,7376.68,1844.17,0
2024-12-15,SKU_077,18.0,18691.74,1038.43,1
2024-12-15,SKU_078,4.0,9236.52,2309.13,0
2024-12-15,SKU_079,4.0,29416.52,7354.13,0
2024-12-15,SKU_080,1.0,2596.22,2596.22,0
2024-12-15,SKU_082,7.0,6271.44,895.92,1
2024-12-15,SKU_083,6.0,54914.82,9152.47,0
2024-12-15,SKU_084,7.0,34721.75,4960.25,0
2024-12-15,SKU_085,3.0,24357.9,8119.3,0
2024-12-15,SKU_086,2.0,12228.54,6114.27,0
2024-12-15,SKU_087,3.0,9049.62,3016.54,0
2024-12-15,SKU_088,1.0,5829.69,5829.69,0
2024-12-15,SKU_089,7.0,14351.47,2050.21,0
2024-12-15,SKU_090,1.0,3162.72,3162.72,0
2024-12-15,SKU_092,2.0,4873.56,2436.78,0
2024-12-15,SKU_094,2.0,1465.96,732.98,0
2024-12-15,SKU_095,14.0,66185.0,4727.5,1
2024-12-15,SKU_097,18.0,65637.36,3646.52,0
2024-12-15,SKU_098,8.0,24200.72,3025.09,0
2024-12-15,SKU_099,22.0,105314.44,4787.02,0
2024-12-15,SKU_102,1.0,4661.49,4661.49,0
2024-12-15,SKU_103,1.0,609.35,609.35,0
2024-12-15,SKU_104,1.0,6508.42,6508.42,1
2024-12-15,SKU_106,5.0,10530.5,2106.1,0
2024-12-15,SKU_107,2.0,11156.62,5578.31,0
2024-12-15,SKU_108,7.0,52939.11,7562.73,1
2024-12-15,SKU_110,1.0,1624.38,1624.38,0
2024-12-15,SKU_111,1.0,5382.94,5382.94,0
2024-12-15,SKU_113,4.0,5871.92,1467.98,1
2024-12-15,SKU_114,1.0,3813.08,3813.08,0
2024-12-15,SKU_115,1.0,1067.68,1067.68,0
2024-12-15,SKU_116,1.0,1826.64,1826.64,0
2024-12-15,SKU_117,1.0,8246.88,8246.88,0
2024-12-15,SKU_119,2.0,3543.68,1771.84,0
2024-12-15,SKU_120,7.0,6890.17,984.31,0
2024-12-15,SKU_123,1.0,3105.99,3105.99,0
2024-12-15,SKU_124,1.0,1421.47,1421.47,0
2024-12-15,SKU_125,1.0,6602.63,6602.63,0
2024-12-15,SKU_126,1.0,369.99,369.99,1
2024-12-15,SKU_128,5.0,20878.75,4175.75,0
2024-12-15,SKU_129,1.0,3002.02,3002.02,0
2024-12-15,SKU_132,19.0,33240.12,1749.48,1
2024-12-15,SKU_134,3.0,17850.72,5950.24,0
2024-12-15,SKU_137,1.0,5129.48,5129.48,0
2024-12-15,SKU_138,3.0,1880.1,626.7,0
2024-12-15,SKU_140,2.0,12974.16,6487.08,0
2024-12-15,SKU_141,1.0,8657.36,8657.36,0
2024-12-15,SKU_142,2.0,13952.58,6976.29,0
2024-12-15,SKU_143,1.0,7320.51,7320.51,0
2024-12-15,SKU_145,9.0,61175.16,6797.24,0
2024-12-15,SKU_146,6.0,31487.34,5247.89,0
2024-12-15,SKU_149,1.0,5225.52,5225.52,0
2024-12-15,SKU_150,2.0,4911.8,2455.9,0
2024-12-15,SKU_151,1.0,6634.29,6634.29,0
2024-12-15,SKU_152,2.0,8052.24,4026.12,0
2024-12-15,SKU_153,4.0,15566.76,3891.69,0
2024-12-15,SKU_154,1.0,6136.38,6136.38,0
2024-12-15,SKU_155,6.0,27748.56,4624.76,0
2024-12-15,SKU_156,2.0,12442.66,6221.33,0
2024-12-15,SKU_157,1.0,8462.06,8462.06,0
2024-12-15,SKU_161,3.0,14039.25,4679.75,0
2024-12-15,SKU_163,2.0,5558.14,2779.07,0
2024-12-15,SKU_164,13.0,85629.57,6586.89,0
2024-12-15,SKU_165,1.0,3046.53,3046.53,0
2024-12-15,SKU_166,1.0,2005.02,2005.02,0
2024-12-15,SKU_167,6.0,48500.4,8083.4,0
2024-12-15,SKU_169,2.0,7420.8,3710.4,0
2024-12-15,SKU_170,2.0,7721.32,3860.66,0
2024-12-15,SKU_171,1.0,1275.54,1275.54,0
2024-12-15,SKU_172,2.0,5085.78,2542.89,0
2024-12-15,SKU_173,2.0,7088.32,3544.16,0
2024-12-15,SKU_174,2.0,9154.22,4577.11,0
2024-12-15,SKU_175,8.0,14039.2,1754.9,0
2024-12-15,SKU_176,14.0,50854.3,3632.45,0
2024-12-15,SKU_179,5.0,16865.65,3373.13,0
2024-12-15,SKU_180,3.0,13386.48,4462.16,0
2024-12-15,SKU_181,5.0,5992.6,1198.52,0
2024-12-15,SKU_182,5.0,14177.5,2835.5,0
2024-12-15,SKU_183,2.0,3844.64,1922.32,0
2024-12-15,SKU_184,3.0,4352.64,1450.88,0
2024-12-15,SKU_185,1.0,6646.24,6646.24,0
2024-12-15,SKU_186,19.0,111794.86,5883.94,0
2024-12-15,SKU_187,17.0,44197.96,2599.88,0
2024-12-15,SKU_188,2.0,10948.02,5474.01,0
2024-12-15,SKU_191,2.0,9309.74,4654.87,0
2024-12-15,SKU_192,2.0,3092.1,1546.05,0
2024-12-15,SKU_193,1.0,8292.89,8292.89,0
2024-12-15,SKU_194,1.0,945.38,945.38,0
2024-12-15,SKU_196,2.0,1976.92,988.46,0
2024-12-15,SKU_197,3.0,9707.22,3235.74,0
2024-12-15,SKU_198,2.0,11784.32,5892.16,0
2024-12-16,SKU_004,1.0,4246.4,4246.4,0
2024-12-16,SKU_006,1.0,1845.04,1845.04,0
2024-12-16,SKU_007,5.0,27368.4,5473.68,0
2024-12-16,SKU_010,3.0,5865.9,1955.3,0
2024-12-16,SKU_011,2.0,8003.86,4001.93,0
2024-12-16,SKU_012,1.0,527.84,527.84,1
2024-12-16,SKU_014,6.0,6483.78,1080.63,1
2024-12-16,SKU_016,1.0,6357.93,6357.93,0
2024-12-16,SKU_017,2.0,4989.64,2494.82,0
2024-12-16,SKU_018,5.0,19767.6,3953.52,0
2024-12-16,SKU_019,2.0,12578.58,6289.29,0
2024-12-16,SKU_020,6.0,5295.78,882.63,0
2024-12-16,SKU_022,1.0,7988.79,7988.79,0
2024-12-16,SKU_023,4.0,8526.44,2131.61,0
2024-12-16,SKU_024,1.0,7752.75,7752.75,0
2024-12-16,SKU_025,3.0,12467.01,4155.67,0
2024-12-16,SKU_026,1.0,4421.91,4421.91,0
2024-12-16,SKU_027,1.0,7051.64,7051.64,0
2024-12-16,SKU_029,4.0,7942.68,1985.67,0
2024-12-16,SKU_030,2.0,984.76,492.38,0
2024-12-16,SKU_032,4.0,9831.84,2457.96,0
2024-12-16,SKU_033,2.0,15092.24,7546.12,0
2024-12-16,SKU_034,1.0,6450.19,6450.19,0
2024-12-16,SKU_035,13.0,59169.63,4551.51,0
2024-12-16,SKU_036,3.0,18425.88,6141.96,0
2024-12-16,SKU_037,4.0,7048.04,1762.01,0
2024-12-16,SKU_038,3.0,3526.08,1175.36,0
2024-12-16,SKU_039,3.0,9918.03,3306.01,0
2024-12-16,SKU_041,1.0,9237.75,9237.75,0
2024-12-16,SKU_042,2.0,13792.36,6896.18,0
2024-12-16,SKU_043,7.0,45651.9,6521.7,0
2024-12-16,SKU_044,1.0,4535.79,4535.79,0
2024-12-16,SKU_045,1.0,3931.32,3931.32,0
2024-12-16,SKU_049,1.0,5765.3,5765.3,0
2024-12-16,SKU_050,6.0,38220.9,6370.15,0
2024-12-16,SKU_051,3.0,24585.39,8195.13,0
2024-12-16,SKU_053,1.0,2801.83,2801.83,0
2024-12-16,SKU_054,4.0,16470.16,4117.54,0
2024-12-16,SKU_055,1.0,2403.93,2403.93,1
2024-12-16,SKU_056,3.0,15328.35,5109.45,0
2024-12-16,SKU_059,1.0,5930.83,5930.83,0
2024-12-16,SKU_060,1.0,7214.79,7214.79,0
2024-12-16,SKU_061,1.0,2911.34,2911.34,1
2024-12-16,SKU_064,2.0,17131.3,8565.65,0
2024-12-16,SKU_065,1.0,2068.28,2068.28,0
2024-12-16,SKU_066,2.0,1003.12,501.56,0
2024-12-16,SKU_067,1.0,1032.18,1032.18,0
2024-12-16,SKU_068,5.0,17824.3,3564.86,0
2024-12-16,SKU_069,1.0,7582.31,7582.31,0
2024-12-16,SKU_070,13.0,86146.58,6626.66,1
2024-12-16,SKU_071,9.0,35427.06,3936.34,0
2024-12-16,SKU_073,6.0,6549.6,1091.6,0
2024-12-16,SKU_074,1.0,440.52,440.52,1
2024-12-16,SKU_075,1.0,6066.1,6066.1,0
2024-12-16,SKU_076,2.0,3688.34,1844.17,0
2024-12-16,SKU_077,15.0,15869.4,1057.96,1
2024-12-16,SKU_078,9.0,20782.17,2309.13,0
2024-12-16,SKU_079,1.0,7354.13,7354.13,0
2024-12-16,SKU_082,3.0,3099.06,1033.02,0
2024-12-16,SKU_083,5.0,45762.35,9152.47,0
2024-12-16,SKU_084,1.0,4960.25,4960.25,0
2024-12-16,SKU_085,1.0,8119.3,8119.3,0
2024-12-16,SKU_086,1.0,6114.27,6114.27,0
2024-12-16,SKU_089,2.0,4100.42,2050.21,0
2024-12-16,SKU_095,4.0,21512.16,5378.04,0
2024-12-16,SKU_096,1.0,6248.5,6248.5,0
2024-12-16,SKU_097,10.0,36465.2,3646.52,0
2024-12-16,SKU_098,6.0,18150.54,3025.09,0
2024-12-16,SKU_099,14.0,67018.28,4787.02,0
2024-12-16,SKU_103,1.0,609.35,609.35,0
2024-12-16,SKU_105,1.0,6145.39,6145.39,0
2024-12-16,SKU_106,10.0,19903.0,1990.3,1
2024-12-16,SKU_108,2.0,16095.98,8047.99,0
2024-12-16,SKU_110,1.0,1624.38,1624.38,0
2024-12-16,SKU_113,6.0,10146.66,1691.11,0
2024-12-16,SKU_114,1.0,3813.08,3813.08,0
2024-12-16,SKU_115,1.0,1067.68,1067.68,0
2024-12-16,SKU_117,1.0,8246.88,8246.88,0
2024-12-16,SKU_119,2.0,3543.68,1771.84,0
2024-12-16,SKU_120,2.0,1705.5,852.75,1
2024-12-16,SKU_123,1.0,3105.99,3105.99,0
2024-12-16,SKU_125,1.0,6602.63,6602.63,0
2024-12-16,SKU_126,2.0,786.76,393.38,0
2024-12-16,SKU_128,2.0,8351.5,4175.75,0
2024-12-16,SKU_129,1.0,3002.02,3002.02,0
2024-12-16,SKU_130,1.0,3856.77,3856.77,0
2024-12-16,SKU_132,9.0,17230.68,1914.52,0
2024-12-16,SKU_134,3.0,17850.72,5950.24,0
2024-12-16,SKU_137,1.0,5129.48,5129.48,0
2024-12-16,SKU_138,2.0,1253.4,626.7,0
2024-12-16,SKU_139,1.0,2001.28,2001.28,0
2024-12-16,SKU_142,3.0,20928.87,6976.29,0
2024-12-16,SKU_143,3.0,21961.53,7320.51,0
2024-12-16,SKU_145,2.0,13594.48,6797.24,0
2024-12-16,SKU_146,2.0,10495.78,5247.89,0
2024-12-16,SKU_149,1.0,5225.52,5225.52,0
2024-12-16,SKU_150,3.0,7367.7,2455.9,0
2024-12-16,SKU_151,2.0,13268.58,6634.29,0
2024-12-16,SKU_152,3.0,12078.36,4026.12,0
2024-12-16,SKU_154,2.0,12272.76,6136.38,0
2024-12-16,SKU_155,5.0,23123.8,4624.76,0
2024-12-16,SKU_160,1.0,1988.23,1988.23,0
2024-12-16,SKU_164,11.0,72455.79,6586.89,0
2024-12-16,SKU_165,1.0,3046.53,3046.53,0
2024-12-16,SKU_166,1.0,2005.02,2005.02,0
2024-12-16,SKU_167,1.0,8083.4,8083.4,0
2024-12-16,SKU_169,2.0,7420.8,3710.4,0
2024-12-16,SKU_170,5.0,19303.3,3860.66,0
2024-12-16,SKU_171,2.0,2551.08,1275.54,0
2024-12-16,SKU_172,1.0,2542.89,2542.89,0
2024-12-16,SKU_173,1.0,3544.16,3544.16,0
2024-12-16,SKU_174,3.0,13731.33,4577.11,0
2024-12-16,SKU_175,8.0,14039.2,1754.9,0
2024-12-16,SKU_176,8.0,29059.6,3632.45,0
2024-12-16,SKU_179,2.0,6746.26,3373.13,0
2024-12-16,SKU_180,3.0,13386.48,4462.16,0
2024-12-16,SKU_181,1.0,1198.52,1198.52,0
2024-12-16,SKU_182,3.0,8506.5,2835.5,0
2024-12-16,SKU_184,2.0,2901.76,1450.88,0
2024-12-16,SKU_185,2.0,13292.48,6646.24,0
2024-12-16,SKU_186,16.0,85878.4,5367.4,1
2024-12-16,SKU_187,10.0,25998.8,2599.88,0
2024-12-16,SKU_192,4.0,6184.2,1546.05,0
2024-12-16,SKU_193,2.0,16585.78,8292.89,0
2024-12-16,SKU_194,2.0,1890.76,945.38,0
2024-12-16,SKU_197,5.0,16178.7,3235.74,0
2024-12-16,SKU_198,1.0,5286.31,5286.31,1
2024-12-16,SKU_200,1.0,5958.29,5958.29,0
2024-12-17,SKU_002,1.0,7369.09,7369.09,0
2024-12-17,SKU_003,2.0,14155.5,7077.75,0
2024-12-17,SKU_004,1.0,4246.4,4246.4,0
2024-12-17,SKU_005,1.0,769.19,769.19,0
2024-12-17,SKU_006,4.0,7380.16,1845.04,0
2024-12-17,SKU_007,5.0,27368.4,5473.68,0
2024-12-17,SKU_008,6.0,13082.16,2180.36,0
2024-12-17,SKU_009,1.0,5807.64,5807.64,0
2024-12-17,SKU_014,2.0,2454.68,1227.34,0
2024-12-17,SKU_015,1.0,6395.5,6395.5,0
2024-12-17,SKU_016,1.0,6357.93,6357.93,0
2024-12-17,SKU_019,2.0,12578.58,6289.29,0
2024-12-17,SKU_020,4.0,3530.52,882.63,0
2024-12-17,SKU_021,3.0,19663.02,6554.34,0
2024-12-17,SKU_023,4.0,8526.44,2131.61,0
2024-12-17,SKU_024,1.0,7752.75,7752.75,0
2024-12-17,SKU_025,1.0,4155.67,4155.67,0
2024-12-17,SKU_026,2.0,8843.82,4421.91,0
2024-12-17,SKU_027,3.0,21154.92,7051.64,0
2024-12-17,SKU_028,1.0,2004.11,2004.11,0
2024-12-17,SKU_029,3.0,5957.01,1985.67,0
2024-12-17,SKU_030,3.0,1477.14,492.38,0
2024-12-17,SKU_031,1.0,7071.92,7071.92,0
2024-12-17,SKU_032,3.0,7373.88,2457.96,0
2024-12-17,SKU_034,1.0,6450.19,6450.19,0
2024-12-17,SKU_035,15.0,68272.65,4551.51,0
2024-12-17,SKU_036,5.0,27511.9,5502.38,1
2024-12-17,SKU_037,1.0,1762.01,1762.01,0
2024-12-17,SKU_038,5.0,5876.8,1175.36,0
2024-12-17,SKU_043,8.0,52173.6,6521.7,0
2024-12-17,SKU_044,3.0,13607.37,4535.79,0
2024-12-17,SKU_045,3.0,11793.96,3931.32,0
2024-12-17,SKU_049,1.0,5765.3,5765.3,0
2024-12-17,SKU_050,6.0,32839.56,5473.26,1
2024-12-17,SKU_052,1.0,1294.44,1294.44,1
2024-12-17,SKU_053,1.0,2801.83,2801.83,0
2024-12-17,SKU_054,2.0,8235.08,4117.54,0
2024-12-17,SKU_055,1.0,2702.61,2702.61,0
2024-12-17,SKU_056,2.0,10218.9,5109.45,0
2024-12-17,SKU_057,1.0,3874.54,3874.54,0
2024-12-17,SKU_059,1.0,5930.83,5930.83,0
2024-12-17,SKU_060,2.0,14429.58,7214.79,0
2024-12-17,SKU_063,2.0,4556.36,2278.18,0
2024-12-17,SKU_066,2.0,1003.12,501.56,0
2024-12-17,SKU_068,2.0,7129.72,3564.86,0
2024-12-17,SKU_069,3.0,22746.93,7582.31,0
2024-12-17,SKU_070,6.0,44929.14,7488.19,0
2024-12-17,SKU_071,11.0,43299.74,3936.34,0
2024-12-17,SKU_072,1.0,6363.95,6363.95,0
2024-12-17,SKU_073,12.0,13099.2,1091.6,0
2024-12-17,SKU_074,4.0,2061.68,515.42,0
2024-12-17,SKU_076,11.0,18563.82,1687.62,1
2024-12-17,SKU_077,9.0,10158.57,1128.73,0
2024-12-17,SKU_078,5.0,11545.65,2309.13,0
2024-12-17,SKU_079,1.0,7354.13,7354.13,0
2024-12-17,SKU_080,2.0,5192.44,2596.22,0
2024-12-17,SKU_081,1.0,8636.68,8636.68,1
2024-12-17,SKU_082,2.0,2066.04,1033.02,0
2024-12-17,SKU_083,1.0,9152.47,9152.47,0
2024-12-17,SKU_084,7.0,34721.75,4960.25,0
2024-12-17,SKU_086,1.0,6114.27,6114.27,0
2024-12-17,SKU_087,1.0,3016.54,3016.54,0
2024-12-17,SKU_089,2.0,4100.42,2050.21,0
2024-12-17,SKU_090,1.0,3162.72,3162.72,0
2024-12-17,SKU_093,1.0,7336.88,7336.88,0
2024-12-17,SKU_094,3.0,2198.94,732.98,0
2024-12-17,SKU_095,5.0,26890.2,5378.04,0
2024-12-17,SKU_096,1.0,6248.5,6248.5,0
2024-12-17,SKU_097,6.0,21879.12,3646.52,0
2024-12-17,SKU_098,3.0,9075.27,3025.09,0
2024-12-17,SKU_099,12.0,57444.24,4787.02,0
2024-12-17,SKU_103,2.0,1218.7,609.35,0
2024-12-17,SKU_105,,,6145.39,0
2024-12-17,SKU_106,1.0,2106.1,2106.1,0
2024-12-17,SKU_107,3.0,16734.93,5578.31,0
2024-12-17,SKU_108,4.0,32191.96,8047.99,0
2024-12-17,SKU_109,1.0,3886.47,3886.47,0
2024-12-17,SKU_111,1.0,5382.94,5382.94,0
2024-12-17,SKU_114,1.0,3813.08,3813.08,0
2024-12-17,SKU_115,3.0,3203.04,1067.68,0
2024-12-17,SKU_115,3.0,3203.04,1067.68,0
2024-12-17,SKU_116,4.0,7306.56,1826.64,0
2024-12-17,SKU_121,2.0,5022.76,2511.38,0
2024-12-17,SKU_123,1.0,3105.99,3105.99,0
2024-12-17,SKU_124,2.0,2842.94,1421.47,0
2024-12-17,SKU_126,1.0,393.38,393.38,0
2024-12-17,SKU_128,1.0,4175.75,4175.75,0
2024-12-17,SKU_129,1.0,3002.02,3002.02,0
2024-12-17,SKU_130,1.0,3856.77,3856.77,0
2024-12-17,SKU_131,2.0,6227.56,3113.78,0
2024-12-17,SKU_132,11.0,21059.72,1914.52,0
2024-12-17,SKU_134,4.0,23800.96,5950.24,0
2024-12-17,SKU_135,1.0,4281.66,4281.66,0
2024-12-17,SKU_136,3.0,15171.72,5057.24,0
2024-12-17,SKU_137,1.0,5129.48,5129.48,0
2024-12-17,SKU_138,2.0,1253.4,626.7,0
2024-12-17,SKU_141,3.0,24409.68,8136.56,1
2024-12-17,SKU_142,1.0,6976.29,6976.29,0
2024-12-17,SKU_143,3.0,21961.53,7320.51,0
2024-12-17,SKU_144,2.0,3052.76,1526.38,0
2024-12-17,SKU_145,4.0,27188.96,6797.24,0
2024-12-17,SKU_148,1.0,8061.89,8061.89,0
2024-12-17,SKU_152,6.0,24156.72,4026.12,0
2024-12-17,SKU_153,1.0,3891.69,3891.69,0
2024-12-17,SKU_156,1.0,6221.33,6221.33,0
2024-12-17,SKU_157,2.0,16924.12,8462.06,0
2024-12-17,SKU_161,1.0,4679.75,4679.75,0
2024-12-17,SKU_163,4.0,10027.72,2506.93,1
2024-12-17,SKU_164,12.0,79042.68,6586.89,0
2024-12-17,SKU_165,1.0,3046.53,3046.53,0
2024-12-17,SKU_166,2.0,4010.04,2005.02,0
2024-12-17,SKU_167,4.0,32333.6,8083.4,0
2024-12-17,SKU_169,1.0,3710.4,3710.4,0
2024-12-17,SKU_170,2.0,7721.32,3860.66,0
2024-12-17,SKU_171,2.0,2551.08,1275.54,0
2024-12-17,SKU_172,1.0,2542.89,2542.89,0
2024-12-17,SKU_173,1.0,3544.16,3544.16,0
2024-12-17,SKU_175,6.0,10529.4,1754.9,0
2024-12-17,SKU_176,8.0,29059.6,3632.45,0
2024-12-17,SKU_179,2.0,6746.26,3373.13,0
2024-12-17,SKU_180,2.0,8924.32,4462.16,0
2024-12-17,SKU_181,2.0,2397.04,1198.52,0
2024-12-17,SKU_182,2.0,5318.3,2659.15,1
2024-12-17,SKU_184,1.0,1450.88,1450.88,0
2024-12-17,SKU_185,2.0,13292.48,6646.24,0
2024-12-17,SKU_186,12.0,70607.28,5883.94,0
2024-12-17,SKU_187,9.0,23398.92,2599.88,0
2024-12-17,SKU_188,4.0,21896.04,5474.01,0
2024-12-17,SKU_191,2.0,9309.74,4654.87,0
2024-12-17,SKU_194,1.0,945.38,945.38,0
2024-12-17,SKU_195,1.0,3140.04,3140.04,0
2024-12-17,SKU_196,4.0,3953.84,988.46,0
2024-12-17,SKU_197,2.0,6471.48,3235.74,0
2024-12-17,SKU_198,1.0,5892.16,5892.16,0
2024-12-17,SKU_199,1.0,2436.0,2436.0,0
2024-12-17,SKU_200,1.0,5958.29,5958.29,0
2024-12-18,SKU_001,2.0,13298.8,6649.4,0
2024-12-18,SKU_002,2.0,14738.18,7369.09,0
2024-12-18,SKU_003,3.0,21233.25,7077.75,0
2024-12-18,SKU_004,2.0,8492.8,4246.4,0
2024-12-18,SKU_006,1.0,1678.63,1678.63,1
2024-12-18,SKU_007,8.0,43789.44,5473.68,0
2024-12-18,SKU_008,1.0,2180.36,2180.36,0
2024-12-18,SKU_010,1.0,1955.3,1955.3,0
